base_station_density,coverage
0.01,0.0006599999999999939
0.013182567385564075,0.0011299999999999644
0.017378008287493755,0.0013199999999999878
0.022908676527677724,0.0016300000000000203
0.03019951720402016,0.0024300000000000432
0.039810717055349734,0.0030000000000000027
0.05248074602497726,0.0041999999999999815
0.06918309709189363,0.005750000000000033
0.09120108393559097,0.007440000000000002
0.12022644346174131,0.010109999999999952
0.15848931924611134,0.013660000000000005
0.20892961308540398,0.017079999999999984
0.2754228703338166,0.022710000000000008
0.3630780547701014,0.029140000000000055
0.47863009232263826,0.03861000000000003
0.6309573444801934,0.050449999999999995
0.8317637711026709,0.06494
1.096478196143185,0.08555999999999997
1.4454397707459279,0.10929
1.9054607179632463,0.13927999999999996
2.5118864315095797,0.17711
3.311311214825911,0.22165
4.365158322401661,0.27658000000000005
5.754399373371567,0.33360999999999996
7.585775750291836,0.39595
10,0.46221
13.182567385564074,0.51308
17.378008287493763,0.55274
22.908676527677724,0.57975
30.19951720402016,0.57772
39.810717055349734,0.53172
52.480746024977286,0.5187999999999999
69.18309709189363,0.48932
91.20108393559097,0.47997999999999996
120.22644346174131,0.48858
158.48931924611142,0.47618000000000005
208.92961308540407,0.48719
275.4228703338169,0.47753
363.078054770101,0.47238
478.630092322638,0.46765999999999996
630.957344480193,0.47375
831.7637711026708,0.46765
1096.4781961431852,0.47061
1445.439770745928,0.4487
1905.4607179632483,0.42438
2511.886431509582,0.39147
3311.311214825908,0.35111000000000003
4365.158322401657,0.29823
5754.399373371566,0.23817999999999995
7585.775750291836,0.15503
10000,0.09375999999999995
